//************************************************
// File Format Version 3.2
// Janus Release 3.2.3
// Acquisition Mode: Spectroscopy
// Energy Histogram Channels: 8192
// ToA/ToT LSB: 0.5 ns
// Run start time: Wed Oct 29 19:35:22 2025 UTC
// Run info format:
// Detector Run Date LocalTime Location DetectorPositionXYZ Theta Phi PlaneSeparation MinADC
//************************************************
COMMENTS: 
ATHAB 151 29OCT2025 19:35:22 Pyramid 3.0 25.0 0.8 0.0 0.0 0.86 100 
		Tstamp_us	   TrgID	     Brd	      Ch	      LG	      HG
		365221.920	      46	      01	      40	    1392	    4263
		365221.920	      46	      01	      41	    1193	    3647
		371257.968	      47	      00	      10	    2453	    7409
		371257.968	      47	      02	      08	    1531	    4654
		371257.968	      47	      02	      09	     399	    1235
		371257.936	      47	      04	      06	    1459	    4340
		371257.936	      47	      04	      07	    1067	    3140
		371257.984	      47	      01	      25	    1033	    3206
		371257.984	      47	      01	      26	     886	    2692
		371257.952	      47	      03	      22	     884	    2751
		371257.952	      47	      03	      23	    1301	    4016
		371257.912	      47	      05	      19	    1171	    3470
		371257.912	      47	      05	      20	     848	    2455
		377375.328	      48	      00	      19	    1708	    5111
		377375.336	      48	      02	      17	     818	    2436
		377375.336	      48	      02	      18	    1883	    5710
		377375.296	      48	      04	      16	    1532	    4512
		377375.344	      48	      01	      25	    2224	    6861
		377375.312	      48	      03	      25	     827	    2484
		377375.312	      48	      03	      26	    1361	    4124
		377375.272	      48	      05	      25	     877	    2563
		377375.272	      48	      05	      26	    1767	    5247
		382360.768	      49	      00	      22	    1528	    4650
		382360.768	      49	      00	      23	     327	     919
		382360.768	      49	      02	      23	    1592	    4905
		382360.736	      49	      04	      23	     150	     301
		382360.736	      49	      04	      24	    1401	    4206
		382360.736	      49	      04	      25	     797	    2255
		382360.784	      49	      01	      12	     395	    1193
		382360.784	      49	      01	      13	    2168	    6604
		382360.752	      49	      03	      10	     866	    2712
		382360.752	      49	      03	      11	    1423	    4448
		382360.712	      49	      05	      08	    2277	    6861
		382360.712	      49	      05	      09	     461	    1299
		386694.696	      50	      00	      04	    1355	    4107
		386694.696	      50	      00	      05	    1972	    5978
		386694.696	      50	      00	      06	     131	     338
		386694.696	      50	      02	      11	    3344	    8069
		386694.664	      50	      04	      17	    2595	    7766
		386694.712	      50	      01	      05	    1736	    5341
		386694.712	      50	      01	      06	    2372	    7216
		386694.680	      50	      03	      13	    1315	    4104
		386694.680	      50	      03	      14	    2136	    6578
		386694.632	      50	      05	      21	    2296	    6907
		386694.632	      50	      05	      22	    1333	    3964
		387058.344	      51	      00	      13	     881	    2648
		387058.344	      51	      00	      14	     250	     721
		390082.416	      53	      00	      18	     464	    1318
		390082.416	      53	      00	      19	    2237	    6731
		390082.416	      53	      02	      19	     915	    2789
		390082.416	      53	      02	      20	     706	    2147
		390082.384	      53	      04	      20	    1782	    5364
		390082.432	      53	      01	      30	    1959	    5997
		390082.400	      53	      03	      32	    1325	    4134
		390082.400	      53	      03	      33	    1333	    4106
		390082.360	      53	      05	      35	    2575	    7639
		394655.584	      54	      00	      10	     239	     609
		394655.584	      54	      00	      11	    1283	    3832
		394655.584	      54	      02	      09	     953	    2898
		394655.552	      54	      04	      07	    2643	    7960
		394655.552	      54	      04	      08	     818	    2414
		394655.608	      54	      01	      44	     646	    1953
		394655.608	      54	      01	      45	    1739	    5353
		394655.568	      54	      03	      42	     749	    2279
		394655.568	      54	      03	      43	    1228	    3739
		394655.528	      54	      05	      40	    1974	    5880
		394655.528	      54	      05	      41	     515	    1430
		406673.976	      55	      00	      13	     503	    1490
		406673.976	      55	      00	      14	    2206	    6790
		406673.984	      55	      02	      14	     444	    1286
		406673.984	      55	      02	      15	    1108	    3332
		406673.944	      55	      04	      15	     836	    2391
		406673.944	      55	      04	      16	    1084	    3158
		406674.000	      55	      01	      37	    1510	    4606
		406674.000	      55	      01	      38	     227	     677
		406673.960	      55	      03	      36	    1996	    6120
		406673.960	      55	      03	      37	     735	    2285
		406673.928	      55	      05	      30	     156	     372
		406673.928	      55	      05	      34	     145	     347
		406673.928	      55	      05	      35	    2126	    6274
		423473.888	      56	      00	      17	     560	    1669
		433763.584	      57	      00	      21	     691	    2060
		434417.752	      58	      00	      17	     438	    1295
		434417.752	      58	      00	      18	    1257	    3742
		434417.752	      58	      02	      20	    1039	    3185
		434417.752	      58	      02	      21	     513	    1593
		434417.712	      58	      04	      23	    2043	    5976
		434417.768	      58	      01	      39	    1190	    3680
		434417.768	      58	      01	      40	     809	    2494
		434417.728	      58	      03	      38	    1517	    4651
		434417.728	      58	      03	      39	    1063	    3267
		434417.696	      58	      05	      37	    2222	    6631
		434417.696	      58	      05	      38	    1075	    3153
		440072.000	      59	      00	      15	     586	    1748
		446224.368	      60	      00	      07	    1456	    4490
		446224.368	      60	      00	      08	     145	     388
		446224.368	      60	      02	      08	    1327	    4022
		446224.336	      60	      04	      08	     428	    1141
		446224.336	      60	      04	      09	     847	    2452
		446224.392	      60	      01	      39	     803	    2474
		446224.392	      60	      01	      40	     864	    2624
		446224.352	      60	      03	      40	     833	    2593
		446224.352	      60	      03	      41	     937	    2895
		446224.320	      60	      05	      41	    1273	    3717
		447883.680	      61	      00	      25	    1357	    4047
		464079.256	      62	      00	      09	    1505	    4550
		464079.256	      62	      00	      10	    1294	    3887
		464079.256	      62	      00	      11	     511	    1514
		464079.256	      62	      02	      02	     356	    1046
		464079.256	      62	      02	      03	    1691	    5210
		464079.256	      62	      02	      04	     563	    1713
		464079.224	      62	      04	      09	     327	     846
		464079.232	      62	      03	      36	    1973	    6040
		464079.200	      62	      05	      41	    2353	    6996
		464079.200	      62	      05	      42	    1078	    3189
		464079.200	      62	      05	      43	     560	    1579
		473638.512	      63	      00	      04	    1714	    5202
		473638.512	      63	      02	      06	    2574	    7908
		473638.512	      63	      02	      07	     209	     585
		473638.472	      63	      04	      08	    2218	    6737
		473638.472	      63	      04	      09	     270	     668
		473638.536	      63	      01	      36	    1888	    5763
		473638.496	      63	      03	      32	    1170	    3634
		473638.496	      63	      03	      33	    1386	    4276
		473638.456	      63	      05	      29	    2791	    7984
		473638.456	      63	      05	      30	     573	    1648
		475357.160	      64	      00	      24	     925	    2795
		478781.968	      65	      00	      13	     703	    2096
		498809.376	      66	      00	      26	     775	    2310
		498809.376	      66	      00	      27	    1090	    3266
		498809.376	      66	      02	      24	     500	    1507
		498809.376	      66	      02	      25	    1664	    5064
		498809.376	      66	      02	      26	     177	     463
		498809.344	      66	      04	      23	    2395	    7041
		498809.352	      66	      03	      04	     822	    2468
		498809.352	      66	      03	      05	    1126	    3458
		498809.320	      66	      05	      02	     980	    2921
		498809.320	      66	      05	      03	    1196	    3561
		499158.192	      67	      00	      20	     864	    2627
		502661.704	      68	      00	      06	     531	    1583
		503262.352	      69	      00	      02	     776	    2342
		508669.864	      70	      00	      03	     507	    1525
		508669.864	      70	      00	      04	    1169	    3524
		508669.856	      70	      02	      00	    1814	    5563
		508669.888	      70	      01	      34	    1136	    3490
		508669.888	      70	      01	      35	    1581	    4884
		508669.840	      70	      03	      35	     976	    3089
		508669.840	      70	      03	      36	     924	    2863
		509299.024	      71	      00	      10	     535	    1595
		510168.416	      72	      00	      26	    2287	    6912
		510168.416	      72	      02	      17	     386	    1095
		510168.416	      72	      02	      18	    2415	    7326
		510168.376	      72	      04	      09	     304	     789
		510168.376	      72	      04	      10	    2797	    8042
		510168.392	      72	      03	      06	    2249	    6922
		510168.392	      72	      03	      07	     798	    2493
		510168.352	      72	      05	      09	     906	    2690
		510168.352	      72	      05	      10	    2732	    8046
		515968.592	      73	      00	      07	     195	     513
		515968.592	      73	      00	      08	     727	    2206
		524490.864	      74	      00	      25	    1394	    4166
		524490.864	      74	      00	      26	    1673	    5028
		524490.864	      74	      02	      17	     202	     523
		524490.864	      74	      02	      18	    2491	    7541
		524490.832	      74	      04	      11	    2018	    6083
		524490.832	      74	      04	      12	     391	    1050
		524490.848	      74	      03	      19	    1403	    4261
